string,string_code,ref_t,swing_speed,material,gauge_nom,gauce_ac,stretch_40,stretch_51,stretch_62,pre_t,dwell,deflec,change_t,peak_t,peak_trans_force,avg_trans_force,stiffness,static_loss,stabiliz,impact_loss,total_loss,tension_loss,energy_return,sts_cof,stb_cof,spin_pot
Polyfibre Poly Hightec 17,2815,62,Medium,Polyester,1.2,1.16,2.7,5.5,7.9,13.21,45.8,32,37,50.3,27.4,,125.2,7.3,19.2,0.67,27.1,68.4,72.8,0.099,0.395,4
Polyfibre Poly Hightec 17,2816,51,Fast,Polyester,1.2,1.16,2.7,5.5,7.9,30.3,41.3,20,24.7,54.9,23.6,,227.5,12.59,18.3,0.38,31.3,50.6,90.4,0.099,0.395,4
Polyfibre Poly Hightec 18,2817,62,Slow,Polyester,1.1,1.1,4.2,7.9,10.6,32.92,35.3,32,48.5,81.4,12.1,,192.6,10.74,20.05,-0.07,30.6,60.6,93.5,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2818,51,Medium,Polyester,1.1,1.1,4.2,7.9,10.6,10.76,53.4,26,24,34.8,19.4,,123.4,8.64,20.51,0,29.1,73.4,78.5,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2819,40,Fast,Polyester,1.1,1.1,4.2,7.9,10.6,19.93,46.8,22.3,23.6,43.4,13.7,,228.6,11.25,18.05,-0.17,29.1,47.2,93.5,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2820,62,Medium,Polyester,1.1,1.1,4.2,7.9,10.6,10.54,48.2,34,35.1,45.6,21.5,,166.3,10.74,19.56,0.44,30.6,60.6,86.5,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2821,51,Fast,Polyester,1.1,1.1,4.2,7.9,10.6,32.44,41.4,20,22.5,54.9,26.8,,109.2,8.64,20,0.69,29.3,73.9,72.1,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2822,62,Fast,Polyester,1.1,1.1,4.2,7.9,10.6,20.42,42,30,36.8,57.3,23.6,,206.3,11.25,17.57,0.33,29.1,47.2,90.8,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2823,40,Slow,Polyester,1.1,1.1,4.2,7.9,10.6,11.05,45.4,39.9,42.8,53.8,29.9,,150.3,10.74,19.58,0.62,30.9,61,81,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2824,51,Slow,Polyester,1.1,1.1,4.2,7.9,10.6,32.92,37.4,27,37,69.9,32.6,,192.6,11.25,17.57,0.53,29.3,47.5,88.9,0.112,0.435,3.9
Polyfibre Poly Hightec 18,2825,40,Medium,Polyester,1.1,1.1,4.2,7.9,10.6,20.4,39.5,35.6,46.7,67.3,11.3,,144.6,8.64,20.29,0.09,29.1,73.1,84.8,0.112,0.435,3.9
Polyfibre TCS 16/1.30,2826,40,Fast,Polyester,1.3,1.3,1.8,3.6,6.1,20.29,45.5,22,26.7,47,22.9,,188.6,10.17,19.4,0.51,30,59.3,84.8,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2827,62,Medium,Polyester,1.3,1.3,1.8,3.6,6.1,15.21,43.5,31.1,39.7,54.9,28.7,,149.2,7.03,17.49,0.51,24.9,63.1,74.1,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2828,51,Fast,Polyester,1.3,1.3,1.8,3.6,6.1,27.61,42.2,20,26.5,54,24.4,,226.9,14.51,18.68,0.28,33.5,54.2,88.9,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2829,62,Fast,Polyester,1.3,1.3,1.8,3.6,6.1,21.15,40.6,29.6,40.6,61.7,30.1,,173.2,10.17,19.38,0.66,30.2,59.6,78.3,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2830,40,Slow,Polyester,1.3,1.3,1.8,3.6,6.1,15.17,41.4,36.3,48.3,63.5,32.6,,209.2,14.51,18.63,0.79,34,55,80.8,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2831,51,Slow,Polyester,1.3,1.3,1.8,3.6,6.1,28.55,37.7,27.5,42.3,71,12.3,,192,7.03,18.02,-0.18,24.9,62.7,90.2,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2832,40,Medium,Polyester,1.3,1.3,1.8,3.6,6.1,21.17,38.6,34.1,49.4,70.6,12.9,,224.6,10.17,20.26,-0.44,30,59.1,92.7,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2833,62,Slow,Polyester,1.3,1.3,1.8,3.6,6.1,28.6,35.7,32,52.9,81.4,21.3,,165.7,7.03,17.45,0.5,24.9,62.9,81.4,0.088,0.387,4.4
Polyfibre TCS 16/1.30,2834,51,Medium,Polyester,1.3,1.3,1.8,3.6,6.1,14.64,48.8,23.7,26.7,41.2,13.5,,268,14.51,19.62,-0.64,33.5,54.2,93.7,0.088,0.387,4.4
Polyfibre TCS 16L,2835,62,Fast,Polyester,1.25,1.23,2.4,4.2,7.3,14.31,44.2,31.1,38.4,52.5,23.6,,231.5,13.43,18.3,0.35,32.2,52,90.1,0.098,0.377,3.8
Polyfibre TCS 16L,2836,40,Slow,Polyester,1.25,1.23,2.4,4.2,7.3,29.68,41.2,20,25.1,54.9,29.4,,166.9,11.03,19.82,0.64,31.5,62.1,79.2,0.098,0.377,3.8
Polyfibre TCS 16L,2837,51,Slow,Polyester,1.25,1.23,2.4,4.2,7.3,19.89,41.2,29.7,39.5,59.3,32.7,,205.7,13.43,18.34,0.64,32.4,52.5,85.7,0.098,0.377,3.8
Polyfibre TCS 16L,2838,40,Medium,Polyester,1.25,1.23,2.4,4.2,7.3,14.29,42,37,46.1,60.4,12,,183.5,7.43,18.39,0.07,25.8,65.2,88.5,0.098,0.377,3.8
Polyfibre TCS 16L,2839,62,Slow,Polyester,1.25,1.23,2.4,4.2,7.3,30.01,37.2,26.7,40.8,70.8,12.5,,218.9,11.03,20.29,-0.09,31.3,61.6,92,0.098,0.377,3.8
Polyfibre TCS 16L,2840,51,Medium,Polyester,1.25,1.23,2.4,4.2,7.3,19.87,39.1,34.4,48.5,68.4,20.4,,160.6,7.43,17.95,0.51,25.8,65.2,80.3,0.098,0.377,3.8
Polyfibre TCS 16L,2841,40,Fast,Polyester,1.25,1.23,2.4,4.2,7.3,29.97,35.3,32,51.8,81.8,13.7,,257.2,13.43,18.63,0,32,51.9,94.3,0.098,0.377,3.8
Polyfibre TCS 16L,2842,62,Medium,Polyester,1.25,1.23,2.4,4.2,7.3,13.87,49.2,24,26,39.9,22,,181.7,11.03,19.8,0.49,31.3,61.7,85.2,0.098,0.377,3.8
Polyfibre TCS 16L,2843,51,Fast,Polyester,1.25,1.23,2.4,4.2,7.3,19.4,45.7,22,26,45.4,27.9,,137.2,7.43,17.97,0.64,26,65.6,75.7,0.098,0.377,3.8
Polyfibre TCS 17,2844,40,Medium,Polyester,1.2,1.21,3,5.8,8.8,30.96,35.2,32,50.5,81.4,12,,206.9,11.38,20.86,-0.09,32.2,63.4,91.4,0.1,0.418,4.2
Polyfibre TCS 17,2845,62,Slow,Polyester,1.2,1.21,3,5.8,8.8,12.39,51,24.3,26.2,38.8,20.1,,148,8.38,18.61,0.57,27.6,69.4,78.1,0.1,0.418,4.2
Polyfibre TCS 17,2846,51,Medium,Polyester,1.2,1.21,3,5.8,8.8,18.48,46.7,22.2,24.9,43.4,13.5,,241.2,13.56,17.71,-0.25,31.1,50.2,97.4,0.1,0.418,4.2
Polyfibre TCS 17,2847,40,Fast,Polyester,1.2,1.21,3,5.8,8.8,12.7,45.9,32.1,37.5,50.3,21.5,,172.6,11.38,20.29,0.53,32.2,63.5,84.8,0.1,0.418,4.2
Polyfibre TCS 17,2848,62,Medium,Polyester,1.2,1.21,3,5.8,8.8,30.47,41.1,20,23.6,54,27.4,,126.3,8.38,18.57,0.44,27.3,69,74.3,0.1,0.418,4.2
Polyfibre TCS 17,2849,51,Fast,Polyester,1.2,1.21,3,5.8,8.8,19.05,41.8,30,38.1,57.3,23.6,,226.9,13.56,17.2,0.33,31.1,50.4,91.8,0.1,0.418,4.2
Polyfibre TCS 17,2850,62,Fast,Polyester,1.2,1.21,3,5.8,8.8,12.74,43.7,38,45,57.8,29.5,,158.9,11.38,20.33,0.44,32.2,63.4,78.7,0.1,0.418,4.2
Polyfibre TCS 17,2851,40,Slow,Polyester,1.2,1.21,3,5.8,8.8,30.98,37.2,26.7,39.7,70.8,32.6,,200,13.56,17.22,0.64,31.3,50.9,86.5,0.1,0.418,4.2
Polyfibre TCS 17,2852,51,Slow,Polyester,1.2,1.21,3,5.8,8.8,19.01,39.5,35.1,48.1,67.3,11.8,,181.2,8.38,18.92,0.06,27.3,68.9,88.9,0.1,0.418,4.2
Polyfibre TCS 18 (1.15),2853,51,Slow,Polyester,1.15,1.16,3.6,7.3,9.7,12.19,44.2,38.3,43.4,55.6,31.5,,206.9,13.45,15.99,0.57,30,48.6,85.6,NA,NA,NA
Polyfibre TCS 18 (1.15),2854,40,Medium,Polyester,1.15,1.16,3.6,7.3,9.7,32.28,37,26.5,37.9,70.1,11.6,,165.2,8.09,19.78,0.09,28,70.4,87.2,NA,NA,NA
Polyfibre TCS 18 (1.15),2855,62,Slow,Polyester,1.15,1.16,3.6,7.3,9.7,20.31,39.1,35,47.2,67.5,12.1,,200.6,11.47,19.41,-0.23,30.6,60.4,93.3,NA,NA,NA
Polyfibre TCS 18 (1.15),2856,51,Medium,Polyester,1.15,1.16,3.6,7.3,9.7,32.3,35,31,49,81.4,19.7,,133.7,8.09,19.56,0.02,27.8,69.7,79.7,NA,NA,NA
Polyfibre TCS 18 (1.15),2857,40,Fast,Polyester,1.15,1.16,3.6,7.3,9.7,11.82,51.6,25,25.4,37.3,13.6,,234.3,13.45,16.76,-0.46,29.8,48.2,95.3,NA,NA,NA
Polyfibre TCS 18 (1.15),2858,62,Medium,Polyester,1.15,1.16,3.6,7.3,9.7,19.84,46.2,22.1,24,43.9,21.8,,172.6,11.47,18.9,0.42,30.9,60.7,85,NA,NA,NA
Polyfibre TCS 18 (1.15),2859,51,Fast,Polyester,1.15,1.16,3.6,7.3,9.7,12.04,46.6,33,35.7,47.8,26.6,,120.6,8.09,19.41,0.61,28.2,70.8,72.8,NA,NA,NA
Polyfibre TCS 18 (1.15),2860,62,Fast,Polyester,1.15,1.16,3.6,7.3,9.7,31.53,41.2,19.9,22.9,54.5,23.3,,218.3,13.45,16.01,0.24,29.8,48.1,91.8,NA,NA,NA
Polyfibre TCS 18 (1.15),2861,40,Slow,Polyester,1.15,1.16,3.6,7.3,9.7,20.35,41.4,29.9,37.9,58.4,29.5,,156,11.47,18.94,0.6,31.1,61.1,81.4,NA,NA,NA
Polyfibre TCS Rapid 16L/1.25,2862,51,Medium,Polyester,1.25,1.25,2.4,5.2,8.5,31.38,35,31.9,51.6,82.9,12.7,,209.7,11.53,20.93,-0.11,32.4,63.8,91.6,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2863,40,Fast,Polyester,1.25,1.25,2.4,5.2,8.5,12.59,50.8,24.5,26.2,39,20,,146.9,7.12,19.49,0.47,27.1,68.2,80.6,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2864,62,Medium,Polyester,1.25,1.25,2.4,5.2,8.5,18.26,46.7,22.7,26.5,44.8,13.8,,247.5,12.9,18.08,-0.29,30.6,49.7,96.6,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2865,51,Fast,Polyester,1.25,1.25,2.4,5.2,8.5,13.08,45.6,32,37,50.1,21.7,,176,11.53,20.43,0.59,32.6,64.2,85.6,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2866,62,Fast,Polyester,1.25,1.25,2.4,5.2,8.5,30.76,41.2,20,24.5,55.1,27.5,,125.7,7.12,19.52,0.81,27.3,69.2,73.3,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2867,40,Slow,Polyester,1.25,1.25,2.4,5.2,8.5,18.76,42.1,30,39,57.8,23.9,,225.7,12.9,17.48,0.34,30.6,49.8,91.2,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2868,51,Slow,Polyester,1.25,1.25,2.4,5.2,8.5,13.05,43.4,38,44.8,57.8,29.4,,160,11.53,20.45,0.66,32.6,64.3,78.7,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2869,40,Medium,Polyester,1.25,1.25,2.4,5.2,8.5,31.36,37,26.8,39.9,71.2,33.1,,205.7,12.9,17.46,0.73,31.1,50.4,86.1,0.089,0.385,4.3
Polyfibre TCS Rapid 16L/1.25,2870,62,Slow,Polyester,1.25,1.25,2.4,5.2,8.5,18.74,39.8,35,48.3,67,11.9,,178.9,7.12,19.98,-0.04,27.1,68.2,87.8,0.089,0.385,4.3
Polyfibre Viper 16L/1.25,2871,51,Medium,Polyester,1.25,1.23,2.7,4.2,6.7,14.69,48.7,24,26.5,41.2,20.8,,162.3,6.5,18.06,0.44,24.9,63,81,NA,NA,NA
Polyfibre Viper 16L/1.25,2872,40,Fast,Polyester,1.25,1.23,2.7,4.2,6.7,20.35,45.4,22,26,46.3,13.7,,252.6,13.05,18.81,-0.22,31.8,51.3,94.3,NA,NA,NA
Polyfibre Viper 16L/1.25,2873,62,Medium,Polyester,1.25,1.23,2.7,4.2,6.7,15.13,43.7,31,38.4,53.6,22.1,,189.7,10.21,19.69,0.4,30.2,59.7,85.9,NA,NA,NA
Polyfibre Viper 16L/1.25,2874,51,Fast,Polyester,1.25,1.23,2.7,4.2,6.7,29.88,41.3,20,24.9,54.7,28.4,,142.3,6.5,18.06,0.58,25.1,63.3,75.9,NA,NA,NA
Polyfibre Viper 16L/1.25,2875,62,Fast,Polyester,1.25,1.23,2.7,4.2,6.7,20.82,40.9,29.2,39.7,60.6,24,,234.3,13.05,18.26,0.31,31.5,51.2,89.7,NA,NA,NA
Polyfibre Viper 16L/1.25,2876,40,Slow,Polyester,1.25,1.23,2.7,4.2,6.7,15.13,41.6,36.6,47,62,29.8,,170.3,10.21,19.65,0.64,30.4,60.1,78.9,NA,NA,NA
Polyfibre Viper 16L/1.25,2877,51,Slow,Polyester,1.25,1.23,2.7,4.2,6.7,30.43,37.1,26.8,41.2,71.7,32.9,,205.2,13.05,18.28,0.47,31.8,51.5,85.4,NA,NA,NA
Polyfibre Viper 16L/1.25,2878,40,Medium,Polyester,1.25,1.23,2.7,4.2,6.7,20.86,38.7,34.1,49,69.7,12.4,,188,6.5,18.5,-0.06,24.9,62.8,88.5,NA,NA,NA
Polyfibre Viper 16L/1.25,2879,62,Slow,Polyester,1.25,1.23,2.7,4.2,6.7,30.41,35.1,32,51.8,82,12.7,,217.7,10.21,20.16,-0.18,30.2,59.5,94.9,NA,NA,NA
Polyfibre Viper 17/1.20,2880,40,Slow,Polyester,1.2,1.23,2.7,5.2,8.2,18.76,42.2,30,39,57.8,29.6,,157.7,11.03,20.97,0.64,32.6,64.3,78,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2881,51,Slow,Polyester,1.2,1.23,2.7,5.2,8.2,12.39,43.6,38,45.4,57.8,32.9,,204.6,12.97,18.25,0.75,32,51.8,86.7,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2882,40,Medium,Polyester,1.2,1.23,2.7,5.2,8.2,30.5,37.5,27,40.4,71,11.9,,169.7,7.74,19.89,0.04,27.8,69.7,89.3,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2883,62,Slow,Polyester,1.2,1.23,2.7,5.2,8.2,18.72,39.8,35.3,48.3,67,12.8,,204.6,11.03,21.45,-0.11,32.4,63.8,92.2,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2884,51,Medium,Polyester,1.2,1.23,2.7,5.2,8.2,30.52,35.4,32,51.6,82,20.5,,144.6,7.74,19.87,0.28,28,70.3,78.9,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2885,40,Fast,Polyester,1.2,1.23,2.7,5.2,8.2,12.06,51.3,25,26,38.1,13.7,,251.5,12.97,18.76,-0.24,31.5,51,91.2,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2886,62,Medium,Polyester,1.2,1.23,2.7,5.2,8.2,18.24,47,22.9,26.5,44.8,21.7,,176.6,11.03,20.93,0.39,32.4,63.8,84.5,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2887,51,Fast,Polyester,1.2,1.23,2.7,5.2,8.2,12.08,46.2,32.7,37.9,50.1,27.5,,128,7.74,19.56,0.59,28,70.3,75.2,0.105,0.412,3.9
Polyfibre Viper 17/1.20,2888,62,Fast,Polyester,1.2,1.23,2.7,5.2,8.2,30.01,41.6,20,24.7,54.7,23.9,,225.2,12.97,18.27,0.27,31.5,51,90.4,0.105,0.412,3.9
Prince Beast XP 16,2889,51,Slow,Polyester,1.3,1.32,2.1,3.3,4.5,20.11,38.3,34.2,49.6,69.7,33.3,,228.6,9.39,12.7,0.47,22.5,36.5,89.5,0.104,0.409,3.9
Prince Beast XP 16,2890,40,Medium,Polyester,1.3,1.32,2.1,3.3,4.5,39.69,34.5,25,38.8,78.5,12.3,,212,5.67,14.53,-0.31,19.8,50.1,92.7,0.104,0.409,3.9
Prince Beast XP 16,2891,62,Slow,Polyester,1.3,1.32,2.1,3.3,4.5,30.05,35,31.7,49.2,79.4,13.3,,250.9,7.28,13.94,-0.27,20.9,41.3,96.4,0.104,0.409,3.9
Prince Beast XP 16,2892,51,Medium,Polyester,1.3,1.32,2.1,3.3,4.5,39.65,32.7,29.8,49.8,89.5,21.5,,186.9,5.67,13.87,0.33,19.8,50.1,87.6,0.104,0.409,3.9
Prince Beast XP 16,2893,40,Fast,Polyester,1.3,1.32,2.1,3.3,4.5,19.49,45.5,22,25.4,44.8,13.8,,278.9,9.39,13.3,-0.42,22.3,36.1,96,0.104,0.409,3.9
Prince Beast XP 16,2894,62,Medium,Polyester,1.3,1.32,2.1,3.3,4.5,29.5,41,19.8,24.3,53.8,23.2,,223.5,7.28,13.39,0.22,20.9,41.2,91.2,0.104,0.409,3.9
Prince Beast XP 16,2895,51,Fast,Polyester,1.3,1.32,2.1,3.3,4.5,20.15,40.5,29.1,39,59.1,29.8,,172.6,5.67,13.91,0.38,20.1,50.3,82.8,0.104,0.409,3.9
Prince Beast XP 16,2896,62,Fast,Polyester,1.3,1.32,2.1,3.3,4.5,39.05,38.2,18,22.3,61.3,24.5,,252,9.39,12.66,0.15,22.3,36,94.5,0.104,0.409,3.9
Prince Beast XP 16,2897,40,Slow,Polyester,1.3,1.32,2.1,3.3,4.5,30.05,36.9,26.7,39.2,69.5,31.5,,198.9,7.28,13.39,0.46,21.2,41.7,87.2,0.104,0.409,3.9
Prince Diablo Prism 17,2898,51,Fast,Polyester,1.25,1.32,8.5,8.2,4.5,32.74,34.5,32,57.8,90.4,36.2,15.8,229.2,6.39,11.59,0.24,18.3,35.9,87.8,NA,NA,NA
Prince Lightning Pro 16 (1.30),2899,51,Fast,Nylon,1.3,1.32,8.5,8.2,4.5,42.95,34.5,32,36.2,79.2,31.7,16.7,143.4,3.51,4.26,0.15,7.9,15.6,92.2,0.082,0.455,5.5
Prince Lightning XX 16,2900,62,Fast,Nylon,1.3,1.3,7.6,8.2,9.4,41.43,36.2,26,30.9,72.3,32.6,,180.6,5.91,3.53,0.36,9.7,19.3,92.7,0.117,0.398,3.4
Prince Lightning XX 16,2901,40,Slow,Nylon,1.3,1.3,7.6,8.2,9.4,30.32,37.2,34,42.6,72.8,33.7,,202.9,6.81,4.04,0.48,11.2,18.4,94.1,0.117,0.398,3.4
Prince Lightning XX 16,2902,51,Slow,Nylon,1.3,1.3,7.6,8.2,9.4,51.11,34,24,29.5,80.5,12.1,,156,5.62,3.55,-0.06,9,22.9,95.6,0.117,0.398,3.4
Prince Lightning XX 16,2903,40,Medium,Nylon,1.3,1.3,7.6,8.2,9.4,41.28,34.1,31,42.8,84,13,,193.2,5.91,3.2,-0.06,9,17.8,96,0.117,0.398,3.4
Prince Lightning XX 16,2904,62,Slow,Nylon,1.3,1.3,7.6,8.2,9.4,50.89,32.2,29,42.1,93.1,21.9,,162.3,5.62,3.62,0.07,9.3,23.4,92.7,0.117,0.398,3.4
Prince Lightning XX 16,2905,51,Medium,Nylon,1.3,1.3,7.6,8.2,9.4,30.52,44,20.6,16.3,46.7,14.1,,213.7,6.81,3.69,-0.22,10.4,16.6,98,0.117,0.398,3.4
Prince Lightning XX 16,2906,40,Fast,Nylon,1.3,1.3,7.6,8.2,9.4,41.61,39.4,18.1,15.7,57.3,23.5,,185.2,5.91,3.38,0.02,9.3,18.3,95.6,0.117,0.398,3.4
Prince Lightning XX 16,2907,62,Medium,Nylon,1.3,1.3,7.6,8.2,9.4,30.45,39.6,28.2,31.8,62.2,30.9,,149.2,5.62,3.75,0.13,9.5,23.9,88.5,0.117,0.398,3.4
Prince Lightning XX 16,2908,51,Fast,Nylon,1.3,1.3,7.6,8.2,9.4,51.24,36.7,17,15.2,66.4,24.2,,207.5,6.81,3.82,0,10.6,17.2,96,0.117,0.398,3.4
Prince Lightning XX 17,2909,40,Fast,Nylon,1.25,1.26,7,7.9,8.8,41.5,39.5,18.2,15.2,56.7,23,,177.2,5.78,3.68,0.03,9.5,18.7,96.4,0.11,0.387,3.5
Prince Lightning XX 17,2910,62,Medium,Nylon,1.25,1.26,7,7.9,8.8,31.47,39.3,28,30.9,62.4,31.5,,151.4,4.83,3.48,0.14,8.4,21.3,90.8,0.11,0.387,3.5
Prince Lightning XX 17,2911,51,Fast,Nylon,1.25,1.26,7,7.9,8.8,52.13,36.6,17,13.7,65.9,24.2,,202.3,4.96,4.87,0,9.9,15.9,95.5,0.11,0.387,3.5
Prince Lightning XX 17,2912,62,Fast,Nylon,1.25,1.26,7,7.9,8.8,41.26,36.3,26,29.5,70.8,32.3,,177.2,5.78,3.82,0.22,9.9,19.3,93.3,0.11,0.387,3.5
Prince Lightning XX 17,2913,40,Slow,Nylon,1.25,1.26,7,7.9,8.8,31.38,36.9,33.9,42.8,74.3,33.6,,197.7,4.96,5.03,0.4,10.4,16.8,94.7,0.11,0.387,3.5
Prince Lightning XX 17,2914,51,Slow,Nylon,1.25,1.26,7,7.9,8.8,51.91,33.9,24,28.7,80.5,12,,161.7,4.83,3.24,0,8.2,20.3,95.6,0.11,0.387,3.5
Prince Lightning XX 17,2915,40,Medium,Nylon,1.25,1.26,7,7.9,8.8,41.12,34.3,31,42.1,83.1,12.9,,186.3,5.78,3.44,-0.02,9.3,18.1,97,0.11,0.387,3.5
Prince Lightning XX 17,2916,62,Slow,Nylon,1.25,1.26,7,7.9,8.8,51.75,32.2,29,41,92.6,21.8,,160,4.83,3.39,0.03,8.2,20.8,94.1,0.11,0.387,3.5
Prince Lightning XX 17,2917,51,Medium,Nylon,1.25,1.26,7,7.9,8.8,31.62,43.4,20.1,16.1,47.6,14,,193.2,4.96,4.65,-0.06,9.5,15.5,98.8,0.11,0.387,3.5
Prince Perfection 16 (1.30),2918,51,Fast,Nylon,1.3,1.26,7.3,2.4,8.8,42.98,34,31.8,40.6,83.3,33.2,16.4,162.9,3.42,4.32,0.18,7.9,15.6,92.5,0.113,0.496,4.4
Prince Poly EXP 17,2919,51,Fast,Polyester,1.25,1.26,1.5,3,3.6,28.4,41.4,20,26.5,54.9,31.2,,189.2,5.34,14.26,0.42,20.1,50.4,79.6,0.094,0.414,4.4
Prince Poly EXP 17,2920,62,Fast,Polyester,1.25,1.26,1.5,3,3.6,19.96,40,28.8,43.9,63.9,25.2,,277.7,9.39,14.49,0.15,24,38.9,92,0.094,0.414,4.4
Prince Poly EXP 17,2921,40,Slow,Polyester,1.25,1.26,1.5,3,3.6,37.26,38.3,18,24.9,62.2,32.6,,217.7,7.39,14.22,0.56,22.3,43.7,83.7,0.094,0.414,4.4
Prince Poly EXP 17,2922,51,Slow,Polyester,1.25,1.26,1.5,3,3.6,29.06,37.2,26.9,41.9,71,34.2,,243.5,9.39,14.49,0.6,24.5,39.6,86.3,0.094,0.414,4.4
Prince Poly EXP 17,2923,40,Medium,Polyester,1.25,1.26,1.5,3,3.6,20.09,37.8,33.9,53.6,73.6,13.3,,242.9,5.34,14.88,-0.22,20.1,50.4,89.3,0.094,0.414,4.4
Prince Poly EXP 17,2924,62,Slow,Polyester,1.25,1.26,1.5,3,3.6,37.86,34.7,25,42.8,80.5,13.7,,269.2,7.39,14.93,-0.38,21.8,43.3,94.5,0.094,0.414,4.4
Prince Poly EXP 17,2925,51,Medium,Polyester,1.25,1.26,1.5,3,3.6,29.11,35.1,31.6,53.6,82.7,23,,214.3,5.34,14.39,0.23,20.1,50.3,85.6,0.094,0.414,4.4
Prince Poly EXP 17,2926,40,Fast,Polyester,1.25,1.26,1.5,3,3.6,37.86,33,29.9,53.6,91.5,14,,310.3,9.39,15.09,-0.34,24.3,39.1,97,0.094,0.414,4.4
Prince Poly EXP 17,2927,62,Medium,Polyester,1.25,1.26,1.5,3,3.6,19.47,44.8,21.9,28.9,48.3,23.9,,235.5,7.39,14.27,0.31,22.1,43.3,88.9,0.094,0.414,4.4
Prince Poly Spin 3D,2928,40,Slow,Polyester,1.27,1.28,2.1,4.2,6.4,13.27,42.7,37.1,46.7,60,33.5,,238.9,12.5,14.45,0.55,27.6,44.5,87,0.113,0.373,3.3
Prince Poly Spin 3D,2929,51,Slow,Polyester,1.27,1.28,2.1,4.2,6.4,34.86,35.8,26,42.3,77.2,12,,192.6,6.39,20.73,-0.17,26.9,67.9,86.9,0.113,0.373,3.3
Prince Poly Spin 3D,2930,40,Medium,Polyester,1.27,1.28,2.1,4.2,6.4,20.68,38.4,34,50.9,71.7,12.9,,225.7,10.74,20,-0.42,30.4,59.8,91.8,0.113,0.373,3.3
Prince Poly Spin 3D,2931,62,Slow,Polyester,1.27,1.28,2.1,4.2,6.4,34.79,33.8,30.3,53.8,88.6,20.9,,155.4,6.39,20.03,0.26,26.7,67.2,80.3,0.113,0.373,3.3
Prince Poly Spin 3D,2932,51,Medium,Polyester,1.27,1.28,2.1,4.2,6.4,12.57,50.2,24,27.3,39.9,14,,280.6,12.5,15.28,-0.5,27.3,44.2,97,0.113,0.373,3.3
Prince Poly Spin 3D,2933,40,Fast,Polyester,1.27,1.28,2.1,4.2,6.4,19.98,45.5,22,26.9,46.7,22.6,,199.5,10.74,19.28,0.37,30.4,59.9,85.6,0.113,0.373,3.3
Prince Poly Spin 3D,2934,62,Medium,Polyester,1.27,1.28,2.1,4.2,6.4,13.27,44.9,32,39,52.3,27.8,,138.3,6.39,20.03,0.5,26.9,67.8,73.8,0.113,0.373,3.3
Prince Poly Spin 3D,2935,51,Fast,Polyester,1.27,1.28,2.1,4.2,6.4,33.96,39.9,19,24.9,58.9,25.1,,253.7,12.5,14.38,0.2,27.1,43.9,90.1,0.113,0.373,3.3
Prince Poly Spin 3D,2936,62,Fast,Polyester,1.27,1.28,2.1,4.2,6.4,20.7,40.6,29.1,41.5,62.2,30.4,,178.9,10.74,19.3,0.48,30.4,60.2,80.3,0.113,0.373,3.3
Prince Premier Control 15,2937,62,Fast,Nylon,1.4,NA,7.6,9.1,10.3,42.07,40.7,19.1,13.2,55.3,23.6,11.8,157.2,4.23,4.84,0.04,9,18,96.8,0.092,0.423,4.6
Prince Premier Control 15,2938,40,Medium,Nylon,1.4,NA,7.6,9.1,10.3,51.84,34.4,25,27.1,78.9,33.8,17,174.3,4.63,5.62,0.25,10.6,17,94.3,0.092,0.423,4.6
Prince Premier Control 15,2939,51,Fast,Nylon,1.4,NA,7.6,9.1,10.3,30.43,45.5,21.9,14.8,45.2,22.1,10.8,129.7,4.7,4.74,0.06,9.5,23.9,92.7,0.092,0.423,4.6
Prince Premier Control 15,2940,40,Fast,Nylon,1.4,NA,7.6,9.1,10.3,41.65,36.9,27,28.2,69.9,32.2,16,154.3,4.23,5.17,0.17,9.5,18.9,92.9,0.092,0.423,4.6
